,    addr,   b,   i,   s,   w,   a,,,,
,,,,,,,,,,
/usr/lib/x86_64-linux-gnu/libgio-2.0.so.0.4002.0, 0x708c0,77.2727272727,77.5172413793,79.2121212121,77.59375,73.0303030303,73.0303030303,,,
,,,,,,,,,,
/usr/lib/x86_64-linux-gnu/libgio-2.0.so.0.4002.0, 0x70900,69.53125,69.8529411765,75.8333333333,69.1176470588,66.5625,75.8333333333,,,
/usr/lib/x86_64-linux-gnu/libgio-2.0.so.0.4002.0, 0x70ac0,38.0606060606,38.3125,32.2647058824,38.3666666667,37.3529411765,32.2647058824,,,
/usr/lib/x86_64-linux-gnu/libgio-2.0.so.0.4002.0, 0x70ec0,0.6875,0.8214285714,0.6764705882,0.6666666667,0.2352941176,0.2352941176,,,
,,,,,,,,,,
/usr/lib/x86_64-linux-gnu/libgio-2.0.so.0.4002.0, 0x70f80,0.0967741935,0.0967741935,0.2413793103,0.1515151515,0.0882352941,0.2413793103,,,
/usr/lib/x86_64-linux-gnu/libgio-2.0.so.0.4002.0, 0x70fc0,0.0322580645,0.0294117647,0,0.0303030303,0.0606060606,0,,,
/usr/lib/x86_64-linux-gnu/libgio-2.0.so.0.4002.0, 0x70fc0,0.0322580645,0.0294117647,0,0.0303030303,0.0606060606,0,0.0606060606,,
,,,,,,,,,,
/usr/lib/x86_64-linux-gnu/libgio-2.0.so.0.4002.0, 0x71680,9.3103448276,8.9117647059,9.3548387097,7.0882352941,9.4193548387,7.0882352941,,,
/usr/lib/x86_64-linux-gnu/libgio-2.0.so.0.4002.0, 0x71800,1.4827586207,1.2727272727,1.2647058824,1.275862069,1.0909090909,1.4827586207,,,
/usr/lib/x86_64-linux-gnu/libgio-2.0.so.0.4002.0, 0x71800,1.4827586207,1.2727272727,1.2647058824,1.275862069,1.0909090909,1.4827586207,1.0909090909,,
,,,,,,,,,,
/usr/lib/x86_64-linux-gnu/libgio-2.0.so.0.4002.0, 0x73840,2.2424242424,2.5666666667,2.5454545455,2.9666666667,2.5277777778,2.9666666667,,,
/usr/lib/x86_64-linux-gnu/libgio-2.0.so.0.4002.0, 0x76d40,0.0303030303,0,0.0285714286,0,0.0303030303,0,,,
/usr/lib/x86_64-linux-gnu/libgio-2.0.so.0.4002.0, 0x76d40,0.0303030303,0,0.0285714286,0,0.0303030303,0,0,,
/usr/lib/x86_64-linux-gnu/libgio-2.0.so.0.4002.0, 0x76e40,0.0294117647,0.0303030303,0.0333333333,0,0.03125,0,,,
/usr/lib/x86_64-linux-gnu/libgio-2.0.so.0.4002.0, 0x97740,0.0588235294,0.0606060606,0.0606060606,0,0.0294117647,0,,,
/usr/lib/x86_64-linux-gnu/libgio-2.0.so.0.4002.0, 0x97740,0.0588235294,0.0606060606,0.0606060606,0,0.0294117647,0,0.0294117647,,
,,,,,,,,,,
/usr/lib/x86_64-linux-gnu/libgio-2.0.so.0.4002.0, 0xa2e80,0.0303030303,0,0.0322580645,0.0303030303,0,0,,,
/usr/lib/x86_64-linux-gnu/libgio-2.0.so.0.4002.0, 0xa2e80,0.0303030303,0,0.0322580645,0.0303030303,0,0,0,,
,,,,,,,,,,
/usr/lib/x86_64-linux-gnu/libgio-2.0.so.0.4002.0, 0xa5240,0.4242424242,0.1612903226,0.2666666667,0.1764705882,0.1666666667,0.4242424242,,,
/usr/lib/x86_64-linux-gnu/libgio-2.0.so.0.4002.0, 0xa5980,0.0666666667,0.03125,0.0909090909,0.0322580645,0.0303030303,0.0666666667,,,
/usr/lib/x86_64-linux-gnu/libgio-2.0.so.0.4002.0, 0xa5980,0.0666666667,0.03125,0.0909090909,0.0322580645,0.0303030303,0.0666666667,0.0909090909,,
/usr/lib/x86_64-linux-gnu/libgio-2.0.so.0.4002.0, 0xa59c0,0.0303030303,0.0882352941,0.0322580645,0.0285714286,0.0294117647,0.0882352941,,,
/usr/lib/x86_64-linux-gnu/libgio-2.0.so.0.4002.0, 0xa5bc0,0.3125,0.9411764706,0.28125,0.8787878788,0.3225806452,0.9411764706,,,
/usr/lib/x86_64-linux-gnu/libgio-2.0.so.0.4002.0, 0xa5cc0,0.1290322581,0.1470588235,0.1290322581,0.5454545455,0.15625,0.5454545455,,,
/usr/lib/x86_64-linux-gnu/libgio-2.0.so.0.4002.0, 0xa5f40,0.0666666667,0.1212121212,0.0625,0.0666666667,0.1333333333,0.1333333333,,,
,,,,,,,,,,
/usr/lib/x86_64-linux-gnu/libgio-2.0.so.0.4002.0, 0xa6040,0.1034482759,0.0625,0.0606060606,0.064516129,0.0588235294,0.1034482759,,,
/usr/lib/x86_64-linux-gnu/libgio-2.0.so.0.4002.0, 0xa6080,0,0.0588235294,0.0285714286,0.03125,0.0294117647,0,,,
/usr/lib/x86_64-linux-gnu/libgio-2.0.so.0.4002.0, 0xa6080,0,0.0588235294,0.0285714286,0.03125,0.0294117647,0,0.0588235294,,
/usr/lib/x86_64-linux-gnu/libgio-2.0.so.0.4002.0, 0xa67c0,0,0.0333333333,0.0625,0.064516129,0.0625,0,,,
/usr/lib/x86_64-linux-gnu/libgio-2.0.so.0.4002.0, 0xa6980,0.0666666667,0.0606060606,0.0606060606,0.0588235294,0.03125,0.03125,,,
,,,,,,,,,,
/usr/lib/x86_64-linux-gnu/libgio-2.0.so.0.4002.0, 0xa6a40,0.0333333333,0.0303030303,0.03125,0,0.0571428571,0,,,
/usr/lib/x86_64-linux-gnu/libgio-2.0.so.0.4002.0, 0xa6b80,0,0.3870967742,0.2647058824,0.3823529412,0.3636363636,0,,,
/usr/lib/x86_64-linux-gnu/libgio-2.0.so.0.4002.0, 0xa7400,0,0.2580645161,0.25,0.2352941176,0.28125,0,,,
/usr/lib/x86_64-linux-gnu/libgio-2.0.so.0.4002.0, 0xa7440,0,0.2727272727,0.2666666667,0.2352941176,0.2647058824,0,,,
/usr/lib/x86_64-linux-gnu/libgio-2.0.so.0.4002.0, 0xa7bc0,0.0967741935,0.0294117647,0.03125,0.064516129,0.0322580645,0.0967741935,,,
/usr/lib/x86_64-linux-gnu/libgio-2.0.so.0.4002.0, 0xa7fc0,0,0.0666666667,0.1212121212,0.064516129,0.0625,0,,,
/usr/lib/x86_64-linux-gnu/libgio-2.0.so.0.4002.0, 0xa7fc0,0,0.0666666667,0.1212121212,0.064516129,0.0625,0,0.1212121212,,
/usr/lib/x86_64-linux-gnu/libgio-2.0.so.0.4002.0, 0xa8000,0.1176470588,0.064516129,0.1212121212,0.125,0.125,0.064516129,,,
/usr/lib/x86_64-linux-gnu/libgio-2.0.so.0.4002.0, 0xa8140,0.5714285714,0.2121212121,0.1818181818,0.5483870968,0.5625,0.1818181818,,,
/usr/lib/x86_64-linux-gnu/libgio-2.0.so.0.4002.0, 0xa8300,0.0588235294,0.1515151515,0.064516129,0.0606060606,0.0967741935,0.1515151515,,,
/usr/lib/x86_64-linux-gnu/libgio-2.0.so.0.4002.0, 0xa9c00,0,0.0625,0.0606060606,0.0857142857,0.064516129,0,,,
/usr/lib/x86_64-linux-gnu/libgio-2.0.so.0.4002.0, 0xa9cc0,0.0322580645,0.0303030303,0,0.0294117647,0.0666666667,0,,,
/usr/lib/x86_64-linux-gnu/libgio-2.0.so.0.4002.0, 0xa9cc0,0.0322580645,0.0303030303,0,0.0294117647,0.0666666667,0,0.0666666667,,
,,,,,,,,,,
/usr/lib/x86_64-linux-gnu/libgio-2.0.so.0.4002.0, 0xaa240,0,0.1,0.0625,0.0606060606,0.0571428571,0,,,
/usr/lib/x86_64-linux-gnu/libgio-2.0.so.0.4002.0, 0xaa300,0,0.0625,0.0666666667,0.0625,0.0689655172,0,,,
/usr/lib/x86_64-linux-gnu/libgio-2.0.so.0.4002.0, 0xaa380,0,0.0625,0.0625,0.064516129,0.0689655172,0,,,
/usr/lib/x86_64-linux-gnu/libgio-2.0.so.0.4002.0, 0xaa3c0,0.0588235294,0,0.0588235294,0.0606060606,0.0606060606,0,,,
/usr/lib/x86_64-linux-gnu/libgio-2.0.so.0.4002.0, 0xba0c0,44.303030303,42.4848484848,49.7878787879,44.8181818182,44.4848484848,49.7878787879,,,
/usr/lib/x86_64-linux-gnu/libgio-2.0.so.0.4002.0, 0xba280,27.8529411765,34.6875,34.3055555556,32.5161290323,34.5806451613,27.8529411765,,,
/usr/lib/x86_64-linux-gnu/libgio-2.0.so.0.4002.0, 0xc3780,0.1212121212,0.1176470588,0.25,0.1142857143,0.2,0.25,,,
/usr/lib/x86_64-linux-gnu/libgio-2.0.so.0.4002.0, 0xc3a00,13.5588235294,15.6060606061,15.4193548387,15.5294117647,16.0322580645,13.5588235294,,,
/usr/lib/x86_64-linux-gnu/libgio-2.0.so.0.4002.0, 0xc3a80,22.8484848485,21,21.0303030303,21.46875,20.9117647059,22.8484848485,,,
/usr/lib/x86_64-linux-gnu/libgio-2.0.so.0.4002.0, 0xc43c0,6.8064516129,6.8285714286,6.8235294118,7.125,6.5,7.125,,,
/usr/lib/x86_64-linux-gnu/libgio-2.0.so.0.4002.0, 0xc43c0,6.8064516129,6.8285714286,6.8235294118,7.125,6.5,7.125,6.5,,
,,,,,,,,,,
/usr/lib/x86_64-linux-gnu/libgio-2.0.so.0.4002.0, 0xc51c0,1.6666666667,1.6363636364,1.6333333333,1.1875,1.125,1.125,,,
,,,,,,,,,,
/usr/lib/x86_64-linux-gnu/libgio-2.0.so.0.4002.0, 0xc5300,13.6666666667,15.65625,15.7419354839,15.5882352941,16.40625,13.6666666667,,,
/usr/lib/x86_64-linux-gnu/libgio-2.0.so.0.4002.0, 0xc5740,11.2727272727,9.53125,12.4137931034,11.2941176471,11.1875,9.53125,,,
/usr/lib/x86_64-linux-gnu/libgio-2.0.so.0.4002.0, 0xc5940,0.064516129,0.03125,0.0303030303,0.0303030303,0,0.064516129,,,
/usr/lib/x86_64-linux-gnu/libgio-2.0.so.0.4002.0, 0xc5940,0.064516129,0.03125,0.0303030303,0.0303030303,0,0.064516129,0,,
,,,,,,,,,,
/usr/lib/x86_64-linux-gnu/libgio-2.0.so.0.4002.0, 0xc6240,19.935483871,17.34375,19,19.1379310345,19.03125,17.34375,,,
/usr/lib/x86_64-linux-gnu/libgio-2.0.so.0.4002.0, 0xc7000,3.03125,3.0285714286,3.5454545455,3.0344827586,2.7941176471,3.5454545455,,,
/usr/lib/x86_64-linux-gnu/libgio-2.0.so.0.4002.0, 0xc7000,3.03125,3.0285714286,3.5454545455,3.0344827586,2.7941176471,3.5454545455,2.7941176471,,
,,,,,,,,,,
/usr/lib/x86_64-linux-gnu/libgio-2.0.so.0.4002.0, 0xc8040,0.0588235294,0.0666666667,0.0625,0.1515151515,0.0666666667,0.1515151515,,,
/usr/lib/x86_64-linux-gnu/libgio-2.0.so.0.4002.0, 0xc8200,27.0882352941,28.6363636364,28.5666666667,26.9696969697,28.5483870968,27.0882352941,,,
/usr/lib/x86_64-linux-gnu/libgio-2.0.so.0.4002.0, 0xc8200,27.0882352941,28.6363636364,28.5666666667,26.9696969697,28.5483870968,27.0882352941,26.9696969697,,
/usr/lib/x86_64-linux-gnu/libgio-2.0.so.0.4002.0, 0xc97c0,15.1935483871,13.4193548387,15.303030303,12.8235294118,15.2903225806,13.4193548387,,,
/usr/lib/x86_64-linux-gnu/libgio-2.0.so.0.4002.0, 0xc97c0,15.1935483871,13.4193548387,15.303030303,12.8235294118,15.2903225806,13.4193548387,12.8235294118,,
/usr/lib/x86_64-linux-gnu/libgio-2.0.so.0.4002.0, 0xc9940,9.9677419355,11,10.6774193548,10.6571428571,10.625,9.9677419355,,,
/usr/lib/x86_64-linux-gnu/libgio-2.0.so.0.4002.0, 0xcbb00,0.0333333333,0.1034482759,0.0303030303,0.03125,0.0606060606,0.1034482759,,,
/usr/lib/x86_64-linux-gnu/libgio-2.0.so.0.4002.0, 0xcbb80,0.0606060606,0.0322580645,0.064516129,0.0588235294,0.0625,0.0322580645,,,
/usr/lib/x86_64-linux-gnu/libgio-2.0.so.0.4002.0, 0xcbc00,0,0.0588235294,0.125,0.0625,0.0606060606,0,,,
/usr/lib/x86_64-linux-gnu/libgio-2.0.so.0.4002.0, 0xcbc00,0,0.0588235294,0.125,0.0625,0.0606060606,0,0.125,,
/usr/lib/x86_64-linux-gnu/libgio-2.0.so.0.4002.0, 0xcc7c0,51.28125,54.9677419355,54.5151515152,54.78125,45.4242424242,45.4242424242,,,
,,,,,,,,,,
/usr/lib/x86_64-linux-gnu/libgio-2.0.so.0.4002.0, 0xcd680,91.2666666667,76.1714285714,97.40625,90.5483870968,89.7941176471,76.1714285714,,,
/usr/lib/x86_64-linux-gnu/libgio-2.0.so.0.4002.0, 0xcd880,42.8484848485,43.0333333333,37.5882352941,40.15625,42.875,37.5882352941,,,
/usr/lib/x86_64-linux-gnu/libgio-2.0.so.0.4002.0, 0xcd9c0,20.1333333333,16.5294117647,20.0625,13.0606060606,20.2424242424,16.5294117647,,,
/usr/lib/x86_64-linux-gnu/libgio-2.0.so.0.4002.0, 0xcd9c0,20.1333333333,16.5294117647,20.0625,13.0606060606,20.2424242424,16.5294117647,13.0606060606,,
/usr/lib/x86_64-linux-gnu/libgio-2.0.so.0.4002.0, 0xce0c0,64.2580645161,52.9696969697,59.6129032258,53.4411764706,53.4705882353,64.2580645161,,,
/usr/lib/x86_64-linux-gnu/libgio-2.0.so.0.4002.0, 0xcea40,22.3636363636,22.2580645161,18.96875,22.2424242424,22.1612903226,18.96875,,,
/usr/lib/x86_64-linux-gnu/libgio-2.0.so.0.4002.0, 0xcf940,8.6774193548,8.7352941176,10.1034482759,8.7272727273,10.125,10.1034482759,,,
/usr/lib/x86_64-linux-gnu/libgio-2.0.so.0.4002.0, 0xcf940,8.6774193548,8.7352941176,10.1034482759,8.7272727273,10.125,10.1034482759,10.125,,
,,,,,,,,,,
/usr/lib/x86_64-linux-gnu/libgio-2.0.so.0.4002.0, 0xd0280,43.8181818182,48.59375,48.65625,44.8235294118,48.4848484848,43.8181818182,,,
/usr/lib/x86_64-linux-gnu/libgio-2.0.so.0.4002.0, 0xd0280,43.8181818182,48.59375,48.65625,44.8235294118,48.4848484848,43.8181818182,44.8235294118,,
/usr/lib/x86_64-linux-gnu/libgio-2.0.so.0.4002.0, 0xd05c0,7,9.53125,5.0857142857,6.84375,6.96875,9.53125,,,
/usr/lib/x86_64-linux-gnu/libgio-2.0.so.0.4002.0, 0xd05c0,7,9.53125,5.0857142857,6.84375,6.96875,9.53125,5.0857142857,,
/usr/lib/x86_64-linux-gnu/libgio-2.0.so.0.4002.0, 0xd0740,0.0303030303,0,0.03125,0,0.0303030303,0,,,
/usr/lib/x86_64-linux-gnu/libgio-2.0.so.0.4002.0, 0xd0740,0.0303030303,0,0.03125,0,0.0303030303,0,0,,
/usr/lib/x86_64-linux-gnu/libgio-2.0.so.0.4002.0, 0xd10c0,41,35.7,40.696969697,42.0666666667,40.5483870968,35.7,,,
/usr/lib/x86_64-linux-gnu/libgio-2.0.so.0.4002.0, 0xd1500,0.064516129,0.0625,0.0322580645,0.0625,0.1212121212,0.0322580645,,,
/usr/lib/x86_64-linux-gnu/libgio-2.0.so.0.4002.0, 0xd1500,0.064516129,0.0625,0.0322580645,0.0625,0.1212121212,0.0322580645,0.1212121212,,
,,,,,,,,,,
/usr/lib/x86_64-linux-gnu/libgio-2.0.so.0.4002.0, 0xd3b80,0.125,0.0322580645,0.1290322581,0.0333333333,0.0294117647,0.125,,,
/usr/lib/x86_64-linux-gnu/libgio-2.0.so.0.4002.0, 0xd3b80,0.125,0.0322580645,0.1290322581,0.0333333333,0.0294117647,0.125,0.1290322581,,
/usr/lib/x86_64-linux-gnu/libgio-2.0.so.0.4002.0, 0xd5740,5.1666666667,5.2,5.7272727273,4.8823529412,5.21875,5.7272727273,,,
/usr/lib/x86_64-linux-gnu/libgio-2.0.so.0.4002.0, 0xd5840,3.064516129,2.7941176471,3.46875,3.0588235294,3.0333333333,3.46875,,,
/usr/lib/x86_64-linux-gnu/libgio-2.0.so.0.4002.0, 0xd6d00,0.03125,0.0967741935,0.03125,0.0294117647,0.0322580645,0.0967741935,,,
/usr/lib/x86_64-linux-gnu/libgio-2.0.so.0.4002.0, 0xd7040,30.0322580645,32.15625,32.125,31.6774193548,32.1515151515,30.0322580645,,,
/usr/lib/x86_64-linux-gnu/libgio-2.0.so.0.4002.0, 0xd7340,53.5428571429,64.3,56.84375,57.1764705882,57.1290322581,64.3,,,
/usr/lib/x86_64-linux-gnu/libgio-2.0.so.0.4002.0, 0xd7640,21.5806451613,21.7096774194,19.6857142857,21.6129032258,23.0967741935,19.6857142857,,,
/usr/lib/x86_64-linux-gnu/libgio-2.0.so.0.4002.0, 0xd7640,21.5806451613,21.7096774194,19.6857142857,21.6129032258,23.0967741935,19.6857142857,23.0967741935,,
,,,,,,,,,,
/usr/lib/x86_64-linux-gnu/libgio-2.0.so.0.4002.0, 0xd7740,14.7941176471,13.90625,13.8484848485,16.6060606061,13.935483871,16.6060606061,,,
/usr/lib/x86_64-linux-gnu/libgio-2.0.so.0.4002.0, 0xd7c80,1.9696969697,2.03125,1.4242424242,2.3125,2,1.4242424242,,,
/usr/lib/x86_64-linux-gnu/libgio-2.0.so.0.4002.0, 0xd9740,7.6774193548,7.5757575758,9.75,7.0303030303,7.7941176471,9.75,,,
/usr/lib/x86_64-linux-gnu/libgio-2.0.so.0.4002.0, 0xd97c0,4.0625,4.0285714286,4.5757575758,4.0322580645,3.8235294118,4.5757575758,,,
/usr/lib/x86_64-linux-gnu/libgio-2.0.so.0.4002.0, 0xdca80,10.5882352941,9.5333333333,10.6363636364,10.7333333333,8.2727272727,8.2727272727,,,
,,,,,,,,,,
/usr/lib/x86_64-linux-gnu/libgio-2.0.so.0.4002.0, 0xdcc80,13.53125,12.4411764706,14.303030303,12.4285714286,12.3333333333,14.303030303,,,
/usr/lib/x86_64-linux-gnu/libgio-2.0.so.0.4002.0, 0xf32c0,0.0882352941,0.1,0.0571428571,0.2413793103,0.0909090909,0.2413793103,,,
/usr/lib/x86_64-linux-gnu/libgio-2.0.so.0.4002.0, 0xf3480,0.03125,0.03125,0.0857142857,0.0303030303,0.0294117647,0.0857142857,,,
/usr/lib/x86_64-linux-gnu/libgio-2.0.so.0.4002.0,0x101e00,0.0625,0.0588235294,0.0625,0.125,0,0.125,,,
/usr/lib/x86_64-linux-gnu/libgio-2.0.so.0.4002.0,0x101e00,0.0625,0.0588235294,0.0625,0.125,0,0.125,0,,
,,,,,,,,,,
/usr/lib/x86_64-linux-gnu/libgio-2.0.so.0.4002.0,0x113940,0.1818181818,0.0571428571,0.3448275862,0.0606060606,0.064516129,0.1818181818,,,
/usr/lib/x86_64-linux-gnu/libgio-2.0.so.0.4002.0,0x113940,0.1818181818,0.0571428571,0.3448275862,0.0606060606,0.064516129,0.1818181818,0.3448275862,,
/usr/lib/x86_64-linux-gnu/libgio-2.0.so.0.4002.0,0x113980,0.064516129,0.0333333333,0.0344827586,0,0.03125,0.064516129,,,
/usr/lib/x86_64-linux-gnu/libgio-2.0.so.0.4002.0,0x113980,0.064516129,0.0333333333,0.0344827586,0,0.03125,0.064516129,0,,
/usr/lib/x86_64-linux-gnu/libgio-2.0.so.0.4002.0,0x114d80,0.0606060606,0.0625,0.0588235294,0.0625,0.1176470588,0.1176470588,,,
,,,,,,,,,,
/usr/lib/x86_64-linux-gnu/libgio-2.0.so.0.4002.0,0x116b00,0.0625,0.0909090909,0.064516129,0.03125,0.0606060606,0.03125,,,
/usr/lib/x86_64-linux-gnu/libgio-2.0.so.0.4002.0,0x116b40,0.0303030303,0.03125,0.064516129,0.0285714286,0,0.064516129,,,
/usr/lib/x86_64-linux-gnu/libgio-2.0.so.0.4002.0,0x116b40,0.0303030303,0.03125,0.064516129,0.0285714286,0,0.064516129,0,,
,,,,,,,,,,
/usr/lib/x86_64-linux-gnu/libgio-2.0.so.0.4002.0,0x117b40,0.2058823529,0.1,0.09375,0.21875,0.09375,0.2058823529,,,
/usr/lib/x86_64-linux-gnu/libgio-2.0.so.0.4002.0,0x117b40,0.2058823529,0.1,0.09375,0.21875,0.09375,0.2058823529,0.21875,,
/usr/lib/x86_64-linux-gnu/libgio-2.0.so.0.4002.0,0x1200c0,0.15625,0.09375,0.1515151515,0.0666666667,0.1515151515,0.0666666667,,,
/usr/lib/x86_64-linux-gnu/libgio-2.0.so.0.4002.0,0x121c80,0.0625,0.0606060606,0.125,0.0625,0.1176470588,0.125,,,
/usr/lib/x86_64-linux-gnu/libgio-2.0.so.0.4002.0,0x121c80,0.0625,0.0606060606,0.125,0.0625,0.1176470588,0.125,0.1176470588,,
,,,,,,,,,,
/usr/lib/x86_64-linux-gnu/libgio-2.0.so.0.4002.0,0x128e40,4.0909090909,4.28125,4.0967741935,4.09375,4.4333333333,4.28125,,,
/usr/lib/x86_64-linux-gnu/libgio-2.0.so.0.4002.0,0x128e40,4.0909090909,4.28125,4.0967741935,4.09375,4.4333333333,4.28125,4.4333333333,,
,,,,,,,,,,
,    addr,   b,   i,   s,   w,   a,,,,
,    addr,   b,   i,   s,   w,   a,,,,
,    addr,   b,   i,   s,   w,   a,,,,
/usr/lib/x86_64-linux-gnu/libX11.so.6.3.0, 0x17380,0,0.03125,0,0.0303030303,0.0322580645,0,,,
/usr/lib/x86_64-linux-gnu/libX11.so.6.3.0, 0x17380,0,0.03125,0,0.0303030303,0.0322580645,0,0,,
/usr/lib/x86_64-linux-gnu/libX11.so.6.3.0, 0x18300,6.5483870968,5.4848484848,5.53125,5.5,5.3823529412,6.5483870968,,,
/usr/lib/x86_64-linux-gnu/libX11.so.6.3.0, 0x188c0,0.6206896552,0.4857142857,0.6129032258,0.5277777778,0.6129032258,0.4857142857,,,
/usr/lib/x86_64-linux-gnu/libX11.so.6.3.0, 0x19100,0.1785714286,0.0882352941,0.0909090909,0.09375,0.0606060606,0.1785714286,,,
/usr/lib/x86_64-linux-gnu/libX11.so.6.3.0, 0x191c0,0.0303030303,0.0625,0.0322580645,0.0625,0.0303030303,0.0625,,,
/usr/lib/x86_64-linux-gnu/libX11.so.6.3.0, 0x191c0,0.0303030303,0.0625,0.0322580645,0.0625,0.0303030303,0.0625,0.0625,,
/usr/lib/x86_64-linux-gnu/libX11.so.6.3.0, 0x1ae00,0.2903225806,0.3,0.1428571429,0.3,0.1764705882,0.1428571429,,,
/usr/lib/x86_64-linux-gnu/libX11.so.6.3.0, 0x1b900,0.0344827586,0.0294117647,0,0.03125,0.0322580645,0,,,
/usr/lib/x86_64-linux-gnu/libX11.so.6.3.0, 0x1c1c0,0,0.03125,0,0.0333333333,0.0322580645,0,,,
/usr/lib/x86_64-linux-gnu/libX11.so.6.3.0, 0x1c1c0,0,0.03125,0,0.0333333333,0.0322580645,0,0,,
/usr/lib/x86_64-linux-gnu/libX11.so.6.3.0, 0x21380,0,0.0294117647,0,0.0294117647,0.03125,0,,,
/usr/lib/x86_64-linux-gnu/libX11.so.6.3.0, 0x21380,0,0.0294117647,0,0.0294117647,0.03125,0,0,,
/usr/lib/x86_64-linux-gnu/libX11.so.6.3.0, 0x22040,0.1,0.1764705882,0.1612903226,0.1818181818,0.4285714286,0.4285714286,,,
,,,,,,,,,,
/usr/lib/x86_64-linux-gnu/libX11.so.6.3.0, 0x22b00,0.4838709677,0.4827586207,1.1212121212,3.6451612903,0.4137931034,3.6451612903,,,
/usr/lib/x86_64-linux-gnu/libX11.so.6.3.0, 0x22b40,0.2647058824,0.2903225806,0.2571428571,0.3,0.7575757576,0.7575757576,,,
,,,,,,,,,,
/usr/lib/x86_64-linux-gnu/libX11.so.6.3.0, 0x22bc0,0.5,5.7058823529,0.4375,0.2,0.1935483871,5.7058823529,,,
/usr/lib/x86_64-linux-gnu/libX11.so.6.3.0, 0x23740,0,0.0909090909,0.09375,0.09375,0.0857142857,0,,,
/usr/lib/x86_64-linux-gnu/libX11.so.6.3.0, 0x238c0,0.09375,0,0.0967741935,0.1,0.0294117647,0,,,
/usr/lib/x86_64-linux-gnu/libX11.so.6.3.0, 0x266c0,0.0606060606,0.064516129,0.125,0.1612903226,0.064516129,0.125,,,
/usr/lib/x86_64-linux-gnu/libX11.so.6.3.0, 0x266c0,0.0606060606,0.064516129,0.125,0.1612903226,0.064516129,0.125,0.1612903226,,
/usr/lib/x86_64-linux-gnu/libX11.so.6.3.0, 0x26900,0.0909090909,0.1333333333,0.09375,0.1764705882,0.09375,0.1764705882,,,
/usr/lib/x86_64-linux-gnu/libX11.so.6.3.0, 0x26ac0,7.4117647059,1.90625,0.28125,0.25,0.3636363636,7.4117647059,,,
/usr/lib/x86_64-linux-gnu/libX11.so.6.3.0, 0x26b80,0.3870967742,0.4848484848,0.34375,58.1764705882,33.2333333333,58.1764705882,,,
/usr/lib/x86_64-linux-gnu/libX11.so.6.3.0, 0x26b80,0.3870967742,0.4848484848,0.34375,58.1764705882,33.2333333333,58.1764705882,33.2333333333,,
,,,,,,,,,,
/usr/lib/x86_64-linux-gnu/libX11.so.6.3.0, 0x2a5c0,0.0294117647,0.0322580645,0.0294117647,0,0.0909090909,0.0909090909,,,
,,,,,,,,,,
/usr/lib/x86_64-linux-gnu/libX11.so.6.3.0, 0x2abc0,1.96875,2.3529411765,1.625,2.3142857143,2.3548387097,1.625,,,
/usr/lib/x86_64-linux-gnu/libX11.so.6.3.0, 0x2b8c0,0.09375,0.1764705882,0.1612903226,0.0882352941,0.09375,0.1764705882,,,
/usr/lib/x86_64-linux-gnu/libX11.so.6.3.0, 0x2bc80,4.8387096774,4.4375,4.8235294118,4.3823529412,4.84375,4.4375,,,
/usr/lib/x86_64-linux-gnu/libX11.so.6.3.0, 0x2bc80,4.8387096774,4.4375,4.8235294118,4.3823529412,4.84375,4.4375,4.3823529412,,
/usr/lib/x86_64-linux-gnu/libX11.so.6.3.0, 0x2bd00,4.3125,4.303030303,4.5483870968,3.9393939394,4.303030303,4.5483870968,,,
/usr/lib/x86_64-linux-gnu/libX11.so.6.3.0, 0x2bd00,4.3125,4.303030303,4.5483870968,3.9393939394,4.303030303,4.5483870968,3.9393939394,,
/usr/lib/x86_64-linux-gnu/libX11.so.6.3.0, 0x30940,2.0666666667,2.0588235294,2.4848484848,2.0606060606,2.4375,2.4848484848,,,
/usr/lib/x86_64-linux-gnu/libX11.so.6.3.0, 0x30940,2.0666666667,2.0588235294,2.4848484848,2.0606060606,2.4375,2.4848484848,2.4375,,
,,,,,,,,,,
/usr/lib/x86_64-linux-gnu/libX11.so.6.3.0, 0x30ac0,3,1.8823529412,3.0606060606,3.03125,1.9375,1.8823529412,,,
/usr/lib/x86_64-linux-gnu/libX11.so.6.3.0, 0x30ac0,3,1.8823529412,3.0606060606,3.03125,1.9375,1.8823529412,1.9375,,
,,,,,,,,,,
/usr/lib/x86_64-linux-gnu/libX11.so.6.3.0, 0x30cc0,0.375,0.1935483871,0.1875,0.71875,0.2121212121,0.71875,,,
/usr/lib/x86_64-linux-gnu/libX11.so.6.3.0, 0x312c0,0.5,0.1470588235,0.5,0.5588235294,0.4838709677,0.1470588235,,,
/usr/lib/x86_64-linux-gnu/libX11.so.6.3.0, 0x31680,0.0303030303,0,0,0.0294117647,0.03125,0,,,
/usr/lib/x86_64-linux-gnu/libX11.so.6.3.0, 0x31680,0.0303030303,0,0,0.0294117647,0.03125,0,0,,
/usr/lib/x86_64-linux-gnu/libX11.so.6.3.0, 0x31a80,0.0882352941,0.21875,0.21875,0.2121212121,0.1875,0.0882352941,,,
/usr/lib/x86_64-linux-gnu/libX11.so.6.3.0, 0x31c40,0.0625,0.0294117647,0.09375,0.03125,0.0303030303,0.0625,,,
/usr/lib/x86_64-linux-gnu/libX11.so.6.3.0, 0x31c40,0.0625,0.0294117647,0.09375,0.03125,0.0303030303,0.0625,0.09375,,
