,    addr,   b,   i,   s,   w,   a,,,,
/usr/lib/x86_64-linux-gnu/gedit/plugins/libspell.so,  0x7e80,0,0.0625,0.0606060606,0.0606060606,0.064516129,0,,,
/usr/lib/x86_64-linux-gnu/gedit/plugins/libspell.so,  0x7f00,0.03125,0.0322580645,0,0.064516129,0.0303030303,0,,,
/usr/lib/x86_64-linux-gnu/gedit/plugins/libspell.so,  0x7f00,0.03125,0.0322580645,0,0.064516129,0.0303030303,0,0.064516129,,
/usr/lib/x86_64-linux-gnu/gedit/plugins/libspell.so,  0x9200,0,0.1212121212,0.1290322581,0.09375,0.1212121212,0,,,
/usr/lib/x86_64-linux-gnu/gedit/plugins/libspell.so,  0x9e40,0.0588235294,0.0625,0.0588235294,0.0666666667,0.1290322581,0.1290322581,,,
,,,,,,,,,,
/usr/lib/x86_64-linux-gnu/gedit/plugins/libspell.so,  0x9e80,0,0.0606060606,0.0666666667,0.0967741935,0.0625,0,,,
/usr/lib/x86_64-linux-gnu/gedit/plugins/libspell.so,  0x9f00,0.1333333333,0.0666666667,0.0625,0.064516129,0.0625,0.1333333333,,,
/usr/lib/x86_64-linux-gnu/gedit/plugins/libspell.so,  0x9f40,0.03125,0,0.0666666667,0.0294117647,0.0322580645,0,,,
/usr/lib/x86_64-linux-gnu/gedit/plugins/libspell.so,  0x9f40,0.03125,0,0.0666666667,0.0294117647,0.0322580645,0,0.0666666667,,
/usr/lib/x86_64-linux-gnu/gedit/plugins/libspell.so,  0xa940,0,0.064516129,0.0294117647,0.0666666667,0.0666666667,0,,,
/usr/lib/x86_64-linux-gnu/gedit/plugins/libspell.so,  0xa940,0,0.064516129,0.0294117647,0.0666666667,0.0666666667,0,0.0294117647,,
/usr/lib/x86_64-linux-gnu/gedit/plugins/libspell.so,  0xa9c0,0.03125,0.03125,0.0606060606,0,0.0303030303,0.0606060606,,,
/usr/lib/x86_64-linux-gnu/gedit/plugins/libspell.so,  0xa9c0,0.03125,0.03125,0.0606060606,0,0.0303030303,0.0606060606,0,,
/usr/lib/x86_64-linux-gnu/gedit/plugins/libspell.so,  0xf6c0,0.0606060606,0.0625,0.09375,0.0625,0.0666666667,0.09375,,,
/usr/lib/x86_64-linux-gnu/gedit/plugins/libspell.so,  0xf700,0.0322580645,0.0333333333,0.0625,0.0333333333,0.0666666667,0.0625,,,
/usr/lib/x86_64-linux-gnu/gedit/plugins/libspell.so,  0xf700,0.0322580645,0.0333333333,0.0625,0.0333333333,0.0666666667,0.0625,0.0666666667,,
,,,,,,,,,,
/usr/lib/x86_64-linux-gnu/gedit/plugins/libspell.so,  0xf740,0.0967741935,0.0322580645,0,0.0294117647,0.0294117647,0.0967741935,,,
/usr/lib/x86_64-linux-gnu/gedit/plugins/libspell.so,  0xf7c0,0.0606060606,0.0666666667,0,0.0666666667,0.0625,0,,,
,    addr,   b,   i,   s,   w,   a,,,,
,    addr,   b,   i,   s,   w,   a,,,,
,    addr,   b,   i,   s,   w,   a,,,,
,    addr,   b,   i,   s,   w,   a,,,,
,    addr,   b,   i,   s,   w,   a,,,,
,    addr,   b,   i,   s,   w,   a,,,,
,    addr,   b,   i,   s,   w,   a,,,,
,    addr,   b,   i,   s,   w,   a,,,,
,    addr,   b,   i,   s,   w,   a,,,,
,    addr,   b,   i,   s,   w,   a,,,,
,    addr,   b,   i,   s,   w,   a,,,,
,    addr,   b,   i,   s,   w,   a,,,,
,    addr,   b,   i,   s,   w,   a,,,,
,    addr,   b,   i,   s,   w,   a,,,,
,    addr,   b,   i,   s,   w,   a,,,,
,    addr,   b,   i,   s,   w,   a,,,,
,    addr,   b,   i,   s,   w,   a,,,,
,    addr,   b,   i,   s,   w,   a,,,,
,    addr,   b,   i,   s,   w,   a,,,,
,    addr,   b,   i,   s,   w,   a,,,,
,    addr,   b,   i,   s,   w,   a,,,,
,    addr,   b,   i,   s,   w,   a,,,,
,    addr,   b,   i,   s,   w,   a,,,,
,    addr,   b,   i,   s,   w,   a,,,,
,    addr,   b,   i,   s,   w,   a,,,,
,    addr,   b,   i,   s,   w,   a,,,,
,    addr,   b,   i,   s,   w,   a,,,,
,    addr,   b,   i,   s,   w,   a,,,,
,    addr,   b,   i,   s,   w,   a,,,,
,    addr,   b,   i,   s,   w,   a,,,,
,    addr,   b,   i,   s,   w,   a,,,,
,    addr,   b,   i,   s,   w,   a,,,,
,    addr,   b,   i,   s,   w,   a,,,,
,    addr,   b,   i,   s,   w,   a,,,,
,    addr,   b,   i,   s,   w,   a,,,,
,    addr,   b,   i,   s,   w,   a,,,,
,    addr,   b,   i,   s,   w,   a,,,,
,    addr,   b,   i,   s,   w,   a,,,,
,    addr,   b,   i,   s,   w,   a,,,,
/lib/x86_64-linux-gnu/libnih-dbus.so.1.0.0,  0x2a80,0.0303030303,0.0322580645,0.0294117647,0,0.0322580645,0,,,
/lib/x86_64-linux-gnu/libnih-dbus.so.1.0.0,  0x3040,0,0.03125,0.064516129,0.0303030303,0.0294117647,0,,,
/lib/x86_64-linux-gnu/libnih-dbus.so.1.0.0,  0x3040,0,0.03125,0.064516129,0.0303030303,0.0294117647,0,0.064516129,,
/lib/x86_64-linux-gnu/libnih-dbus.so.1.0.0,  0x3340,0,0.064516129,0.0909090909,0.064516129,0.0606060606,0,,,
/lib/x86_64-linux-gnu/libnih-dbus.so.1.0.0,  0x3480,0.0625,0.1290322581,0.0625,0.0606060606,0.125,0.1290322581,,,
/lib/x86_64-linux-gnu/libnih-dbus.so.1.0.0,  0x3480,0.0625,0.1290322581,0.0625,0.0606060606,0.125,0.1290322581,0.125,,
,,,,,,,,,,
/lib/x86_64-linux-gnu/libnih-dbus.so.1.0.0,  0x36c0,0.1212121212,0.0588235294,0.0606060606,0.0689655172,0.0625,0.1212121212,,,
/lib/x86_64-linux-gnu/libnih-dbus.so.1.0.0,  0x3700,0.064516129,0.0303030303,0.0625,0.0322580645,0.0303030303,0.064516129,,,
/lib/x86_64-linux-gnu/libnih-dbus.so.1.0.0,  0x3700,0.064516129,0.0303030303,0.0625,0.0322580645,0.0303030303,0.064516129,0.0625,,
/lib/x86_64-linux-gnu/libnih-dbus.so.1.0.0,  0x3740,0.03125,0.0571428571,0.0322580645,0.0588235294,0.0322580645,0.0571428571,,,
/lib/x86_64-linux-gnu/libnih-dbus.so.1.0.0,  0x3740,0.03125,0.0571428571,0.0322580645,0.0588235294,0.0322580645,0.0571428571,0.0588235294,,
,    addr,   b,   i,   s,   w,   a,,,,
,    addr,   b,   i,   s,   w,   a,,,,
,    addr,   b,   i,   s,   w,   a,,,,
/lib/x86_64-linux-gnu/libnih.so.1.0.0,  0x42c0,0.1666666667,0.0294117647,0.0303030303,0.0294117647,0.1612903226,0.1666666667,,,
/lib/x86_64-linux-gnu/libnih.so.1.0.0,  0x42c0,0.1666666667,0.0294117647,0.0303030303,0.0294117647,0.1612903226,0.1666666667,0.1612903226,,
,,,,,,,,,,
/lib/x86_64-linux-gnu/libnih.so.1.0.0,  0x43c0,0.0588235294,0.0294117647,0.1,0.0322580645,0.0303030303,0.1,,,
/lib/x86_64-linux-gnu/libnih.so.1.0.0,  0x4400,0.0322580645,0.0625,0.03125,0.0303030303,0.0967741935,0.0625,,,
/lib/x86_64-linux-gnu/libnih.so.1.0.0,  0x4400,0.0322580645,0.0625,0.03125,0.0303030303,0.0967741935,0.0625,0.0967741935,,
,,,,,,,,,,
/lib/x86_64-linux-gnu/libnih.so.1.0.0,  0x4480,0.0285714286,0.0571428571,0.064516129,0.0294117647,0.0294117647,0.0571428571,,,
/lib/x86_64-linux-gnu/libnih.so.1.0.0,  0x4480,0.0285714286,0.0571428571,0.064516129,0.0294117647,0.0294117647,0.0571428571,0.064516129,,
/lib/x86_64-linux-gnu/libnih.so.1.0.0,  0x4540,0.0303030303,0.0303030303,0.0588235294,0.09375,0.03125,0.0588235294,,,
/lib/x86_64-linux-gnu/libnih.so.1.0.0,  0x4540,0.0303030303,0.0303030303,0.0588235294,0.09375,0.03125,0.0588235294,0.09375,,
/lib/x86_64-linux-gnu/libnih.so.1.0.0,  0x4700,0.0285714286,0.0606060606,0.0333333333,0.0322580645,0.03125,0.0606060606,,,
/lib/x86_64-linux-gnu/libnih.so.1.0.0,  0x4740,0.03125,0.064516129,0.0625,0.0294117647,0.0303030303,0.064516129,,,
/lib/x86_64-linux-gnu/libnih.so.1.0.0,  0x4740,0.03125,0.064516129,0.0625,0.0294117647,0.0303030303,0.064516129,0.0625,,
/lib/x86_64-linux-gnu/libnih.so.1.0.0,  0x47c0,0.0322580645,0.0588235294,0.0303030303,0.0625,0.0322580645,0.0625,,,
/lib/x86_64-linux-gnu/libnih.so.1.0.0,  0x4e40,0.0285714286,0.0322580645,0,0.0303030303,0.0285714286,0,,,
/lib/x86_64-linux-gnu/libnih.so.1.0.0,  0x4f40,0.0303030303,0,0.0322580645,0.0322580645,0,0,,,
/lib/x86_64-linux-gnu/libnih.so.1.0.0,  0x4f40,0.0303030303,0,0.0322580645,0.0322580645,0,0,0,,
,,,,,,,,,,
/lib/x86_64-linux-gnu/libnih.so.1.0.0,  0x5340,0,0.0303030303,0.03125,0.0294117647,0.0322580645,0,,,
/lib/x86_64-linux-gnu/libnih.so.1.0.0,  0x55c0,0.0285714286,0.0588235294,0.0666666667,0.0303030303,0.0303030303,0.0588235294,,,
/lib/x86_64-linux-gnu/libnih.so.1.0.0,  0x55c0,0.0285714286,0.0588235294,0.0666666667,0.0303030303,0.0303030303,0.0588235294,0.0666666667,,
/lib/x86_64-linux-gnu/libnih.so.1.0.0,  0x5640,0.0322580645,0.0588235294,0.0333333333,0.0303030303,0.03125,0.0588235294,,,
/lib/x86_64-linux-gnu/libnih.so.1.0.0,  0x5680,0.03125,0.0606060606,0.0588235294,0.0303030303,0.0606060606,0.03125,,,
/lib/x86_64-linux-gnu/libnih.so.1.0.0,  0x5680,0.03125,0.0606060606,0.0588235294,0.0303030303,0.0606060606,0.03125,0.0303030303,,
/lib/x86_64-linux-gnu/libnih.so.1.0.0,  0x56c0,0,0.0571428571,0.0333333333,0.03125,0.03125,0,,,
/lib/x86_64-linux-gnu/libnih.so.1.0.0,  0x6d00,0.0606060606,0.1212121212,0.1290322581,0.0606060606,0.0625,0.1212121212,,,
/lib/x86_64-linux-gnu/libnih.so.1.0.0,  0x6d00,0.0606060606,0.1212121212,0.1290322581,0.0606060606,0.0625,0.1212121212,0.1290322581,,
/lib/x86_64-linux-gnu/libnih.so.1.0.0,  0x6ec0,0.0967741935,0.0909090909,0.09375,0.0303030303,0.0967741935,0.0303030303,,,
/lib/x86_64-linux-gnu/libnih.so.1.0.0,  0x8300,0.09375,0.0303030303,0.0606060606,0.0625,0.0625,0.09375,,,
/lib/x86_64-linux-gnu/libnih.so.1.0.0,  0x8300,0.09375,0.0303030303,0.0606060606,0.0625,0.0625,0.09375,0.0303030303,,
/lib/x86_64-linux-gnu/libnih.so.1.0.0,  0x8340,0.03125,0.03125,0.0588235294,0.0625,0.0322580645,0.0588235294,,,
/lib/x86_64-linux-gnu/libnih.so.1.0.0,  0x8340,0.03125,0.03125,0.0588235294,0.0625,0.0322580645,0.0588235294,0.0625,,
/lib/x86_64-linux-gnu/libnih.so.1.0.0,  0x8380,0.0606060606,0.0322580645,0.0303030303,0.03125,0.03125,0.0606060606,,,
/lib/x86_64-linux-gnu/libnih.so.1.0.0,  0x8800,0.0322580645,0.0909090909,0.0322580645,0.0625,0.0333333333,0.0909090909,,,
/lib/x86_64-linux-gnu/libnih.so.1.0.0,  0x8800,0.0322580645,0.0909090909,0.0322580645,0.0625,0.0333333333,0.0909090909,0.0625,,
/lib/x86_64-linux-gnu/libnih.so.1.0.0,  0x88c0,0,0.78125,0.0588235294,0.0333333333,0.0625,0.78125,,,
/lib/x86_64-linux-gnu/libnih.so.1.0.0,  0x8900,0.0322580645,0.0857142857,0.0322580645,0.0294117647,0.0344827586,0.0857142857,,,
/lib/x86_64-linux-gnu/libnih.so.1.0.0,  0x8a40,0.0666666667,0.0294117647,0.0303030303,0.0303030303,0.0322580645,0.0666666667,,,
/lib/x86_64-linux-gnu/libnih.so.1.0.0,  0x8b00,0.03125,0.03125,0.0909090909,0.0303030303,0.064516129,0.0909090909,,,
/lib/x86_64-linux-gnu/libnih.so.1.0.0,  0x8b00,0.03125,0.03125,0.0909090909,0.0303030303,0.064516129,0.0909090909,0.064516129,,
,,,,,,,,,,
/lib/x86_64-linux-gnu/libnih.so.1.0.0,  0x8b40,0,0.09375,0.03125,0.0322580645,0.03125,0,,,
/lib/x86_64-linux-gnu/libnih.so.1.0.0,  0x8b40,0,0.09375,0.03125,0.0322580645,0.03125,0,0.09375,,
/lib/x86_64-linux-gnu/libnih.so.1.0.0,  0x8d80,0.0303030303,0.0294117647,0.0322580645,0,0.0333333333,0,,,
/lib/x86_64-linux-gnu/libnih.so.1.0.0,  0x9000,0,0.09375,0.03125,0.0303030303,0.03125,0,,,
/lib/x86_64-linux-gnu/libnih.so.1.0.0,  0x9000,0,0.09375,0.03125,0.0303030303,0.03125,0,0.09375,,
/lib/x86_64-linux-gnu/libnih.so.1.0.0,  0x9180,0,0.03125,0.0303030303,0.0294117647,0.0303030303,0,,,
/lib/x86_64-linux-gnu/libnih.so.1.0.0,  0x9200,0.0303030303,0.0625,0.0740740741,0.0294117647,0.0303030303,0.0625,,,
/lib/x86_64-linux-gnu/libnih.so.1.0.0,  0x9200,0.0303030303,0.0625,0.0740740741,0.0294117647,0.0303030303,0.0625,0.0740740741,,
/lib/x86_64-linux-gnu/libnih.so.1.0.0,  0x9240,0.0303030303,0.0666666667,0.0303030303,0.0666666667,0.0322580645,0.0666666667,,,
/lib/x86_64-linux-gnu/libnih.so.1.0.0,  0x9240,0.0303030303,0.0666666667,0.0303030303,0.0666666667,0.0322580645,0.0666666667,0.0666666667,,
/lib/x86_64-linux-gnu/libnih.so.1.0.0,  0x94c0,0.0967741935,0.0303030303,0.0322580645,0.0322580645,0.0303030303,0.0967741935,,,
/lib/x86_64-linux-gnu/libnih.so.1.0.0,  0xd0c0,0,0.0294117647,0.03125,0.0303030303,0.0625,0,,,
/lib/x86_64-linux-gnu/libnih.so.1.0.0,  0xd0c0,0,0.0294117647,0.03125,0.0303030303,0.0625,0,0.0625,,
,,,,,,,,,,
/lib/x86_64-linux-gnu/libnih.so.1.0.0,  0xd180,0.1764705882,0.0606060606,0.064516129,0.0625,0.1470588235,0.1764705882,,,
/lib/x86_64-linux-gnu/libnih.so.1.0.0,  0xd180,0.1764705882,0.0606060606,0.064516129,0.0625,0.1470588235,0.1764705882,0.1470588235,,
,,,,,,,,,,
,    addr,   b,   i,   s,   w,   a,,,,
,    addr,   b,   i,   s,   w,   a,,,,
,    addr,   b,   i,   s,   w,   a,,,,
,    addr,   b,   i,   s,   w,   a,,,,
,    addr,   b,   i,   s,   w,   a,,,,
,    addr,   b,   i,   s,   w,   a,,,,
/lib/x86_64-linux-gnu/libudev.so.1.3.5,  0x4700,0.9393939394,0,0,0,0,0.9393939394,,,
,    addr,   b,   i,   s,   w,   a,,,,
,    addr,   b,   i,   s,   w,   a,,,,
,    addr,   b,   i,   s,   w,   a,,,,
,    addr,   b,   i,   s,   w,   a,,,,
,    addr,   b,   i,   s,   w,   a,,,,
,    addr,   b,   i,   s,   w,   a,,,,
,    addr,   b,   i,   s,   w,   a,,,,
,    addr,   b,   i,   s,   w,   a,,,,
,    addr,   b,   i,   s,   w,   a,,,,
,    addr,   b,   i,   s,   w,   a,,,,
,    addr,   b,   i,   s,   w,   a,,,,
,    addr,   b,   i,   s,   w,   a,,,,
/usr/lib/x86_64-linux-gnu/libunity-gtk3-parser.so.0.0.0,  0x2d00,0.0303030303,0.0303030303,0.03125,0,0.03125,0,,,
/usr/lib/x86_64-linux-gnu/libunity-gtk3-parser.so.0.0.0,  0x3740,0.03125,0.1290322581,0.0322580645,0.03125,0.0909090909,0.1290322581,,,
/usr/lib/x86_64-linux-gnu/libunity-gtk3-parser.so.0.0.0,  0x3740,0.03125,0.1290322581,0.0322580645,0.03125,0.0909090909,0.1290322581,0.0909090909,,
,,,,,,,,,,
/usr/lib/x86_64-linux-gnu/libunity-gtk3-parser.so.0.0.0,  0x3780,0.0285714286,0.0333333333,0.1176470588,0.03125,0.09375,0.1176470588,,,
/usr/lib/x86_64-linux-gnu/libunity-gtk3-parser.so.0.0.0,  0x3800,0.0294117647,0.064516129,0.0285714286,0.0322580645,0.0285714286,0.064516129,,,
/usr/lib/x86_64-linux-gnu/libunity-gtk3-parser.so.0.0.0,  0x3940,0,0.28125,0.2352941176,0.28125,0.2903225806,0,,,
/usr/lib/x86_64-linux-gnu/libunity-gtk3-parser.so.0.0.0,  0x3e40,0.1290322581,0.0625,0.0606060606,0.064516129,0.0322580645,0.1290322581,,,
/usr/lib/x86_64-linux-gnu/libunity-gtk3-parser.so.0.0.0,  0x3e40,0.1290322581,0.0625,0.0606060606,0.064516129,0.0322580645,0.1290322581,0.0322580645,,
,,,,,,,,,,
/usr/lib/x86_64-linux-gnu/libunity-gtk3-parser.so.0.0.0,  0x4140,0.0625,0.0606060606,0.0625,0.0967741935,0.0606060606,0.0967741935,,,
/usr/lib/x86_64-linux-gnu/libunity-gtk3-parser.so.0.0.0,  0x41c0,0.0606060606,0,0.064516129,0.0909090909,0.0625,0,,,
/usr/lib/x86_64-linux-gnu/libunity-gtk3-parser.so.0.0.0,  0x5cc0,0.0344827586,0.0303030303,0.1,0.0857142857,0.0322580645,0.1,,,
/usr/lib/x86_64-linux-gnu/libunity-gtk3-parser.so.0.0.0,  0x6280,0.0666666667,0.0625,0,0.0625,0,0,,,
/usr/lib/x86_64-linux-gnu/libunity-gtk3-parser.so.0.0.0,  0x6280,0.0666666667,0.0625,0,0.0625,0,0,0,,
,,,,,,,,,,
/usr/lib/x86_64-linux-gnu/libunity-gtk3-parser.so.0.0.0,  0x75c0,0,0.15625,0.0967741935,0.1515151515,0.1612903226,0,,,
/usr/lib/x86_64-linux-gnu/libunity-gtk3-parser.so.0.0.0,  0x76c0,0.0294117647,0.03125,0,0.064516129,0.03125,0,,,
/usr/lib/x86_64-linux-gnu/libunity-gtk3-parser.so.0.0.0,  0x76c0,0.0294117647,0.03125,0,0.064516129,0.03125,0,0.064516129,,
/usr/lib/x86_64-linux-gnu/libunity-gtk3-parser.so.0.0.0,  0x7840,0.0666666667,0.0588235294,0.125,0.0606060606,0.064516129,0.125,,,
/usr/lib/x86_64-linux-gnu/libunity-gtk3-parser.so.0.0.0,  0x8080,0,0.0294117647,0,0.0303030303,0.0294117647,0,,,
/usr/lib/x86_64-linux-gnu/libunity-gtk3-parser.so.0.0.0,  0x8080,0,0.0294117647,0,0.0303030303,0.0294117647,0,0,,
/usr/lib/x86_64-linux-gnu/libunity-gtk3-parser.so.0.0.0,  0x9080,0.2424242424,0.1176470588,0.1212121212,0.125,0.2352941176,0.2424242424,,,
/usr/lib/x86_64-linux-gnu/libunity-gtk3-parser.so.0.0.0,  0x9080,0.2424242424,0.1176470588,0.1212121212,0.125,0.2352941176,0.2424242424,0.2352941176,,
,,,,,,,,,,
/usr/lib/x86_64-linux-gnu/libunity-gtk3-parser.so.0.0.0,  0x92c0,0.125,0.125,0.0909090909,0.1290322581,0.0322580645,0.0322580645,,,
,,,,,,,,,,
/usr/lib/x86_64-linux-gnu/libunity-gtk3-parser.so.0.0.0,  0x9300,0.0606060606,0.0625,0.0294117647,0.03125,0.03125,0.0606060606,,,
/usr/lib/x86_64-linux-gnu/libunity-gtk3-parser.so.0.0.0,  0x9300,0.0606060606,0.0625,0.0294117647,0.03125,0.03125,0.0606060606,0.0625,,
/usr/lib/x86_64-linux-gnu/libunity-gtk3-parser.so.0.0.0,  0x9380,0.2424242424,0.125,0.0882352941,0.1290322581,0.1290322581,0.2424242424,,,
/usr/lib/x86_64-linux-gnu/libunity-gtk3-parser.so.0.0.0,  0x9440,0.064516129,0.0967741935,0.0625,0.0625,0.0666666667,0.0967741935,,,
/usr/lib/x86_64-linux-gnu/libunity-gtk3-parser.so.0.0.0,  0x94c0,0,0.0333333333,0.0285714286,0.1034482759,0.0294117647,0.1034482759,,,
,    addr,   b,   i,   s,   w,   a,,,,
,    addr,   b,   i,   s,   w,   a,,,,
,    addr,   b,   i,   s,   w,   a,,,,
/usr/lib/x86_64-linux-gnu/gtk-3.0/modules/libunity-gtk-module.so,  0x1bc0,0.0588235294,0.0967741935,0.0322580645,0.0606060606,0.0606060606,0.0967741935,,,
/usr/lib/x86_64-linux-gnu/gtk-3.0/modules/libunity-gtk-module.so,  0x1bc0,0.0588235294,0.0967741935,0.0322580645,0.0606060606,0.0606060606,0.0967741935,0.0322580645,,
/usr/lib/x86_64-linux-gnu/gtk-3.0/modules/libunity-gtk-module.so,  0x2040,0.34375,0.2424242424,0.3333333333,0.5,0.3235294118,0.5,,,
/usr/lib/x86_64-linux-gnu/gtk-3.0/modules/libunity-gtk-module.so,  0x2280,0,0,0.03125,0.0303030303,0.0322580645,0,,,
/usr/lib/x86_64-linux-gnu/gtk-3.0/modules/libunity-gtk-module.so,  0x2280,0,0,0.03125,0.0303030303,0.0322580645,0,0,,
/usr/lib/x86_64-linux-gnu/gtk-3.0/modules/libunity-gtk-module.so,  0x2c40,0.4848484848,0.3636363636,0.3714285714,0.5757575758,0.375,0.5757575758,,,
/usr/lib/x86_64-linux-gnu/gtk-3.0/modules/libunity-gtk-module.so,  0x2c80,0.4,0.3870967742,0.3939393939,0.5161290323,0.3529411765,0.5161290323,,,
/usr/lib/x86_64-linux-gnu/gtk-3.0/modules/libunity-gtk-module.so,  0x2dc0,0.0606060606,0.1515151515,0.0666666667,0.0588235294,0.0606060606,0.1515151515,,,
,    addr,   b,   i,   s,   w,   a,,,,
,    addr,   b,   i,   s,   w,   a,,,,
,    addr,   b,   i,   s,   w,   a,,,,
/usr/lib/x86_64-linux-gnu/gtk-3.0/modules/liboverlay-scrollbar.so,  0x5d00,0.064516129,0.0625,0.03125,0.0303030303,0.0322580645,0.064516129,,,
/usr/lib/x86_64-linux-gnu/gtk-3.0/modules/liboverlay-scrollbar.so,  0x5d00,0.064516129,0.0625,0.03125,0.0303030303,0.0322580645,0.064516129,0.0625,,
/usr/lib/x86_64-linux-gnu/gtk-3.0/modules/liboverlay-scrollbar.so,  0x5f00,0.9310344828,0.59375,0.6129032258,0.6060606061,0.5,0.9310344828,,,
/usr/lib/x86_64-linux-gnu/gtk-3.0/modules/liboverlay-scrollbar.so,  0xa180,1.7741935484,1.9090909091,1.7647058824,1.7575757576,2.0303030303,2.0303030303,,,
,,,,,,,,,,
/usr/lib/x86_64-linux-gnu/gtk-3.0/modules/liboverlay-scrollbar.so,  0xa380,3,1.8181818182,2.53125,2.5806451613,2.5714285714,1.8181818182,,,
,    addr,   b,   i,   s,   w,   a,,,,
,    addr,   b,   i,   s,   w,   a,,,,
,    addr,   b,   i,   s,   w,   a,,,,
,    addr,   b,   i,   s,   w,   a,,,,
,    addr,   b,   i,   s,   w,   a,,,,
,    addr,   b,   i,   s,   w,   a,,,,
,    addr,   b,   i,   s,   w,   a,,,,
,    addr,   b,   i,   s,   w,   a,,,,
,    addr,   b,   i,   s,   w,   a,,,,
,    addr,   b,   i,   s,   w,   a,,,,
,    addr,   b,   i,   s,   w,   a,,,,
,    addr,   b,   i,   s,   w,   a,,,,
,    addr,   b,   i,   s,   w,   a,,,,
,    addr,   b,   i,   s,   w,   a,,,,
,    addr,   b,   i,   s,   w,   a,,,,
,    addr,   b,   i,   s,   w,   a,,,,
,    addr,   b,   i,   s,   w,   a,,,,
,    addr,   b,   i,   s,   w,   a,,,,
,    addr,   b,   i,   s,   w,   a,,,,
/usr/lib/x86_64-linux-gnu/libharfbuzz.so.0.927.0,  0x5a00,3.9677419355,3.4516129032,3.4545454545,4.0967741935,3.4838709677,3.9677419355,,,
/usr/lib/x86_64-linux-gnu/libharfbuzz.so.0.927.0,  0x5a00,3.9677419355,3.4516129032,3.4545454545,4.0967741935,3.4838709677,3.9677419355,4.0967741935,,
/usr/lib/x86_64-linux-gnu/libharfbuzz.so.0.927.0,  0x5bc0,2.0666666667,1.4705882353,2.064516129,2.09375,1.6176470588,1.4705882353,,,
/usr/lib/x86_64-linux-gnu/libharfbuzz.so.0.927.0,  0x5bc0,2.0666666667,1.4705882353,2.064516129,2.09375,1.6176470588,1.4705882353,1.6176470588,,
,,,,,,,,,,
/usr/lib/x86_64-linux-gnu/libharfbuzz.so.0.927.0,  0x6a80,0.15625,0.0303030303,0.03125,0.09375,0.0322580645,0.15625,,,
/usr/lib/x86_64-linux-gnu/libharfbuzz.so.0.927.0,  0x6a80,0.15625,0.0303030303,0.03125,0.09375,0.0322580645,0.15625,0.09375,,
/usr/lib/x86_64-linux-gnu/libharfbuzz.so.0.927.0,  0x6bc0,0.0322580645,0,0.0303030303,0.03125,0.03125,0,,,
/usr/lib/x86_64-linux-gnu/libharfbuzz.so.0.927.0,  0x8640,0.1176470588,0.03125,0,0.0322580645,0.0285714286,0.1176470588,,,
/usr/lib/x86_64-linux-gnu/libharfbuzz.so.0.927.0,  0x8a00,3.7647058824,2.8620689655,3.8181818182,3.2258064516,3.78125,2.8620689655,,,
/usr/lib/x86_64-linux-gnu/libharfbuzz.so.0.927.0,  0x91c0,0.0625,0.03125,0.0322580645,0.0303030303,0.0294117647,0.0625,,,
/usr/lib/x86_64-linux-gnu/libharfbuzz.so.0.927.0,  0x9880,1.5483870968,1.0588235294,1.5862068966,1.5757575758,1.5483870968,1.0588235294,,,
/usr/lib/x86_64-linux-gnu/libharfbuzz.so.0.927.0,  0x9a40,0.6363636364,0.9375,0.59375,0.9393939394,0.9375,0.6363636364,,,
/usr/lib/x86_64-linux-gnu/libharfbuzz.so.0.927.0,  0x9a40,0.6363636364,0.9375,0.59375,0.9393939394,0.9375,0.6363636364,0.59375,,
/usr/lib/x86_64-linux-gnu/libharfbuzz.so.0.927.0,  0xa180,1.4848484848,1.3235294118,1.4516129032,1.3235294118,1.3225806452,1.4848484848,,,
/usr/lib/x86_64-linux-gnu/libharfbuzz.so.0.927.0,  0xa180,1.4848484848,1.3235294118,1.4516129032,1.3235294118,1.3225806452,1.4848484848,1.4516129032,,
/usr/lib/x86_64-linux-gnu/libharfbuzz.so.0.927.0,  0xa4c0,0,0.0303030303,0.03125,0.0322580645,0.03125,0,,,
/usr/lib/x86_64-linux-gnu/libharfbuzz.so.0.927.0,  0xb680,1.4666666667,1.5,2,1.5,1.90625,2,,,
/usr/lib/x86_64-linux-gnu/libharfbuzz.so.0.927.0,  0xc680,0.0606060606,0.0689655172,0.1935483871,0.0909090909,0.064516129,0.1935483871,,,
/usr/lib/x86_64-linux-gnu/libharfbuzz.so.0.927.0,  0xed80,1.5666666667,1.5,1.53125,1.2424242424,1.5161290323,1.2424242424,,,
/usr/lib/x86_64-linux-gnu/libharfbuzz.so.0.927.0, 0x10440,2.5454545455,2.2903225806,2.5294117647,2.5333333333,2.1714285714,2.2903225806,,,
/usr/lib/x86_64-linux-gnu/libharfbuzz.so.0.927.0, 0x10440,2.5454545455,2.2903225806,2.5294117647,2.5333333333,2.1714285714,2.2903225806,2.1714285714,,
,,,,,,,,,,
/usr/lib/x86_64-linux-gnu/libharfbuzz.so.0.927.0, 0x138c0,0.9705882353,1.15625,0.9714285714,1.2258064516,0.9677419355,1.15625,,,
/usr/lib/x86_64-linux-gnu/libharfbuzz.so.0.927.0, 0x138c0,0.9705882353,1.15625,0.9714285714,1.2258064516,0.9677419355,1.15625,1.2258064516,,
/usr/lib/x86_64-linux-gnu/libharfbuzz.so.0.927.0, 0x16ac0,1.6666666667,1.2941176471,1.4838709677,1.3125,1.2941176471,1.6666666667,,,
